news_id,category,subcategory,title,abstract
N56504,movies,movienews,"John Travolta, Olivia Newton-John pick Florida for 'Grease' sing-along reunion","Attention: John Travolta and Olivia Newton-John are reuniting to host a singalong to the movie ""Grease"" in Tampa. You don't report on movies, you cover theater, I hear you say. ""Grease"" started as a stage musical, so close enough. Besides, weren't you listening? John Travolta and Olivia Newton-John will be there! You don't cover Tampa, though, you write about the Orlando area. Hey, the event will be at the MidFlorida Credit Union Amphitheatre:..."
N62894,entertainment,celebrity,38 men who were worthy competitors for John Legend's Sexiest Man Alive title,"John Legend was revealed as People's Sexiest Man Alive this year, but here are 38 other undeniably sexy men we think deserved the title."
N24132,entertainment,gaming,The PC gaming moments which have most wowed us in the last 30 years,From space dogfights in X-Wing to contemporary battle royale goodness
N5742,entertainment,celebrity,14 celebrities you didn't know hold world records,"Celebrities such as Dwayne Johnson and Snoop Dogg have set unexpected records, including creating the largest layered dip."
N42867,movies,movienews,"'Ms. Pierce, I made it!': Netflix star Noah Centineo salutes his Boca elementary teacher","He's been called ""Netflix's go-to heartthrob"" and ""Gen Z's poster boy."" But rising rom-com star Noah Centineo, the TV crush of untold legions, had just one woman in mind when he took to Twitter Oct. 9: Melissa Pierce, who taught him at Morikami Park Elementary. ""My third grade teacher Ms. Pierce at Morikami Park Elementary School is from Buffalo,"" the 23-year-old actor wrote to his 1.6 million ..."
N25049,music,musicnews,Lady Gaga Threw Shade at Her Album 'ARTPOP' & Her Fans Are Really Upset About It,Lady Gaga's Little Monsters are rallying on Twitter against...Lady Gaga.
N18167,music,music-celebrity,Kanye West Donates $1 Million to Charity In Honor of Kim Kardashian As 39th Birthday Present,Kanye gifted the sizable sum to four criminal justice reform organizations in Kim's name for her special day.
N22418,movies,movienews,Accuracy key to filming 'Midway' WWII battle: Director,"Roland Emmerich waited 20 years to get his passion project realized and, finally, his WWII historical epic ""Midway"" is here. The $100 million ""Midway,"" which opened over the weekend, is a detailed and, the filmmaker insists, factual look at the 1942 Naval battle whose outcome determined, years before the actual fact, who would win the […]"
N39393,movies,movies-celebrity,Christopher Reeve's Son Remembers Dad 15 Years After His Death: His Legacy 'Will Always Live On',Christopher Reeve's Son Remembers Dad 15 Years After Death
N49485,entertainment,gaming,EA announces a new Battlefield for next-gen consoles and hints at future Star Wars games,"Plus, new info on what EA studios are working on"
N46477,movies,movienews,Mark Ruffalo Wants to Set Up Jennifer Aniston on a Date,Mark Ruffalo Wants to Set Up Jennifer Aniston on a Date
N40546,entertainment,gaming,Microsoft Store update hides incompatible apps from the Microsoft Store,The Microsoft Store stopped showing apps and games that won't work on ARM-powered devices. What you need to know An update to the Microsoft Store stops incompatible apps and games from appearing in the store on ARM devices. Many apps need to be recompiled or updated to work on Windows 10 on ARM. Some incompatible games still manage to appear. Just because an app or game is in the Microsoft Store doesn't mean that it can run on Windows 10 on ARM....
N27061,movies,movies-celebrity,Eva Mendes Just Got Her Hair Done at Supercuts   and Documented It on Social Media,Eva Mendes Got Hair Done at Supercuts
N30389,entertainment,celebrity,40 Celebrity Mothers and Daughters at the Same Age,These are some good genes.
N26321,movies,movienews,Showtime To Film Presidential Thriller In Maryland,A movie based off a novel co-written by James Patterson and former President Bill Clinton will be filmed in Maryland next year.
N46414,entertainment,entertainment-books,Jessica Lange on Her Photographic Tribute to Her Midwestern Roots in Highway 61,"The two-time Oscar winner, also an accomplished photographer, has a new book that takes as its subject life along a scenic route in her birthplace of northern Minnesota"
N38602,entertainment,gaming,"Check out the concept art of Diablo IV's regions, enemies and classes","Frozen mountains and treacherous swamps await. What you need to know Diablo IV was recently announced at BlizzCon 2019. Blizzard has since released a bunch of concept art for the game. This concept art shows the dark, Gothic art direction, a more open world and some of the evils lurking about. Diablo IV currently does not have a release date. Diablo IV was announced at BlizzCon 2019. While it's still early days, Blizzard has released a sizeable..."
N24967,kids,video,"This Arctic Expedition Is Freezing a Ship for an Entire Year, Here's Why","Elements is more than just a science show. It's your science-loving best friend, tasked with keeping you updated and interested on all the compelling, innovative and groundbreaking science happening all around us."
N48616,entertainment,entertainment-books,The Call Me by Your Name Dream Continues,"The follow-up to a beloved novel of gay romance continues André Aciman's exploration of desire that tests convention: ""It's not a subject that has ever interested me, ethics,"" the author says."
N42955,movies,movienews,"Yes, there are too many previews before movies. And I like it that way","From a preview, I can tell if I'll like a movie. The best ones tease you without giving away plot points or revealing every funny line."
N43512,movies,movies-celebrity,Julie Andrews says therapy saved her life 'in a way': 'There's no harm in sharing',"Julie Andrews got candid about therapy when she stopped by ""The Late Show with Stephen Colbert"" Monday night."
N31663,movies,movies-celebrity,Arnold Schwarzenegger's photo flashback,Take a look back at Arnold Schwarzenegger's highs and lows in this photo flashback.
N40344,entertainment,entertainment-celebrity,Felicity Huffman begins prison sentence and more ICYMI news,"Felicity Huffman begins prison sentence, the Chrisleys sue a tax man, Jennifer Aniston breaks Instagram and more news you might have missed this week."
N30527,entertainment,celebrity,25 Celebrity Real Estate Moguls,"From Ellen to Leo, these stars pick profitable properties."
N4048,movies,movienews,Robert Pattinson Finds the Whole 'Twilight' Premise 'Weird',"While speaking with Jennifer Lopez for Variety's Actors on Actors series, Robert Pattinson confessed that the blockbuster ""Twilight"" series always struck him as a profoundly ""weird"" saga. ""It's a weird story, 'Twilight.' It's not just like   it's strange how people responded a lot to it. I guess the books are very romantic, but at"
N28655,entertainment,gaming,The Week In Games: The British (Pokémon) Are Coming!,"A brand new Pokémon game is releasing this week. I'm not even a big Pokémon fan and I'm still excited about Sword and Shield, the first big main entry Pokémon RPG to land on home consoles. Sure, not all the Pokémon from the past are coming back, but I doubt the internet will get angry about that..."
N54729,entertainment,gaming,"Sony's PlayStation 5 design is still a mystery, so someone made the PS5 concept of our dreams","Sony has gone on record to reveal several details about the PlayStation 5, including the kind of CPU and GPU expected to power the next-gen gaming rig and the fast SSD that will cut loading times. More recently, Sony detailed the brand new controller it's building for the console and revealed that gamers will be able to install partial game content if they want, likely to help conserve storage. Sony execs also hinted the console might be more..."
N64920,movies,movienews,Charlize Theron and 'Bombshell' Cast Unveil New Trailer for Fox News Film,"When appearing on 'Ellen,' Theron, who plays Megyn Kelly, also explained that she is ""hoping"" the former TV host will watch the movie."
N21293,entertainment,gaming,Microsoft Flight Simulator includes the Boeing 747 and a tiny aerobatics plane,It's not just single-engine aircraft after all
N30904,kids,people-places,Tough Choices,It's 9:00 on a steamy August morning. Students at the Gabriela Mistral school playfully line up. They stand between two yellow cords in the school courtyard. A volunteer from the Honduran Red Cross calls out a question.
N47508,entertainment,celebrity,"Kylie Jenner hits Drake's Halloween party amid flirtation rumors, plus more news","Kylie Jenner hits Drake's Halloween bash a week after the two were spotted flirting at his birthday party. Plus, more celebrity news for Nov. 1, 2019."
N460,entertainment,entertainment-celebrity,Halloween Trick: Granbury woman believes her wedding ring slipped off as she handed out candy,"It has been nearly a week since Halloween night, but Angela and Jay Stanaford are still holding out hope that their horror story will have a happy ending. The Stanafords believe that Angela's diamond wedding ring was accidentally lost when she was handing out candy to kids. ""We probably gave out over 2,500 pieces that night,"" she said. On Halloween, The Stanafords were at their friends' home on Canvasback Drive in the Water's Edge neighborhood..."
N23254,movies,movies-celebrity,Best nostalgic pics of Leonardo DiCaprio,Celebrate Leo's birthday with these throwback photos.
N28576,entertainment,celebrity,The 30 Most Iconic Celebrity Halloween Costumes of All Time,"From Heidi Klum's Princess Fiona to Christian Siriano's Cruella de Vil, these are the best celebrity Halloween costumes of all time."
N36160,entertainment,entertainment-books,John le Carré's Scathing Tale of Brexit Britain,"In Agent Running in the Field, the celebrated spy novelist takes on a chaotic international landscape."
N53684,entertainment,gaming,Overwatch vs. Overwatch 2: What's the difference?,"Best answer: Overwatch 2 will have everything the first Overwatch game offers, on top of an exclusive player-versus-environment (PvE) content, story content, and a visual overhaul. Get the first game: Overwatch ($60 at Microsoft) What's new with Overwatch 2? Announced at Blizzcon 2019, Overwatch 2 is going to be a special version of Overwatch that contains an expansive PvE cooperative mode where four players can team up against various foes,..."
N62522,kids,video,Which Animals Are the Loudest?,Which Animals Are the Loudest?
N47156,kids,people-places,8 Questions for Jennifer Heldmann,8 Questions for Jennifer Heldmann Jennifer Heldmann is a planetary scientist.
N44039,kids,people-places,Strange disease threatens Caribbean coral reef,"The breathtaking reds, yellows and purples of the Mesoamerican Reef have been turning sickly white, leading researchers on a desperate hunt to understand and fight the mysterious disease killing the Caribbean's corals."
